Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-sece,branch-52yw,branch-k19s,order-3cmg,order-wqw2,randomiser-hyw5,order-fuj5,order-ymml,Randomise questionnaire elements?,Question Key,Response
2,1677578972952,28/02/2023 10:09:32,1677578981753,-5,28/02/2023 05:09:41,122093,5,questionnaire-5uc8,,27618558,BLIND,8211957,,complete,ktbvxx,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,960x600,943x460,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,Age,49
3,1677578973121,28/02/2023 10:09:33,1677578981758,-5,28/02/2023 05:09:41,122093,5,questionnaire-5uc8,,27618558,BLIND,8211957,,complete,ktbvxx,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,960x600,943x460,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,Age-quantised,33
4,1677578973121,28/02/2023 10:09:33,1677578981759,-5,28/02/2023 05:09:41,122093,5,questionnaire-5uc8,,27618558,BLIND,8211957,,complete,ktbvxx,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,960x600,943x460,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,Gender,Male
5,1677578973121,28/02/2023 10:09:33,1677578981760,-5,28/02/2023 05:09:41,122093,5,questionnaire-5uc8,,27618558,BLIND,8211957,,complete,ktbvxx,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,960x600,943x460,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,Gender-quantised,1
6,1677578973121,28/02/2023 10:09:33,1677578981760,-5,28/02/2023 05:09:41,122093,5,questionnaire-5uc8,,27618558,BLIND,8211957,,complete,ktbvxx,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,960x600,943x460,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,Gender-text,
7,1677578973121,28/02/2023 10:09:33,1677578981761,-5,28/02/2023 05:09:41,122093,5,questionnaire-5uc8,,27618558,BLIND,8211957,,complete,ktbvxx,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,960x600,943x460,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,seizures,1
8,1677578973121,28/02/2023 10:09:33,1677578981761,-5,28/02/2023 05:09:41,122093,5,questionnaire-5uc8,,27618558,BLIND,8211957,,complete,ktbvxx,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,960x600,943x460,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,device,1
9,1677578973121,28/02/2023 10:09:33,1677578981762,-5,28/02/2023 05:09:41,122093,5,questionnaire-5uc8,,27618558,BLIND,8211957,,complete,ktbvxx,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,960x600,943x460,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,consent,1
10,1677578973121,28/02/2023 10:09:33,1677578981763,-5,28/02/2023 05:09:41,122093,5,questionnaire-5uc8,,27618558,BLIND,8211957,,complete,ktbvxx,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,960x600,943x460,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,ABC,BCA,No,END QUESTIONNAIRE,24424
1,1677578821974,28/02/2023 10:07:01,1677578821965,5.5,28/02/2023 15:37:01,122093,5,questionnaire-5uc8,,27618426,BLIND,8211926,,complete,tqrudy,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1920x937,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,BCA,CounterbalanceA,,,No,BEGIN QUESTIONNAIRE,
2,1677578957657,28/02/2023 10:09:17,1677578957691,5.5,28/02/2023 15:39:17,122093,5,questionnaire-5uc8,,27618426,BLIND,8211926,,complete,tqrudy,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1730x852,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,BCA,CounterbalanceA,,,No,Age,38
3,1677578957995,28/02/2023 10:09:17,1677578957692,5.5,28/02/2023 15:39:17,122093,5,questionnaire-5uc8,,27618426,BLIND,8211926,,complete,tqrudy,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1730x852,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,BCA,CounterbalanceA,,,No,Age-quantised,22
4,1677578957995,28/02/2023 10:09:17,1677578957692,5.5,28/02/2023 15:39:17,122093,5,questionnaire-5uc8,,27618426,BLIND,8211926,,complete,tqrudy,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1730x852,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,BCA,CounterbalanceA,,,No,Gender,Male
5,1677578957995,28/02/2023 10:09:17,1677578957693,5.5,28/02/2023 15:39:17,122093,5,questionnaire-5uc8,,27618426,BLIND,8211926,,complete,tqrudy,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1730x852,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,BCA,CounterbalanceA,,,No,Gender-quantised,1
6,1677578957995,28/02/2023 10:09:17,1677578957693,5.5,28/02/2023 15:39:17,122093,5,questionnaire-5uc8,,27618426,BLIND,8211926,,complete,tqrudy,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1730x852,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,BCA,CounterbalanceA,,,No,Gender-text,
7,1677578957995,28/02/2023 10:09:17,1677578957693,5.5,28/02/2023 15:39:17,122093,5,questionnaire-5uc8,,27618426,BLIND,8211926,,complete,tqrudy,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1730x852,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,BCA,CounterbalanceA,,,No,seizures,1
8,1677578957995,28/02/2023 10:09:17,1677578957693,5.5,28/02/2023 15:39:17,122093,5,questionnaire-5uc8,,27618426,BLIND,8211926,,complete,tqrudy,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1730x852,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,BCA,CounterbalanceA,,,No,device,1
9,1677578957995,28/02/2023 10:09:17,1677578957693,5.5,28/02/2023 15:39:17,122093,5,questionnaire-5uc8,,27618426,BLIND,8211926,,complete,tqrudy,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1730x852,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,BCA,CounterbalanceA,,,No,consent,1
10,1677578957995,28/02/2023 10:09:17,1677578957693,5.5,28/02/2023 15:39:17,122093,5,questionnaire-5uc8,,27618426,BLIND,8211926,,complete,tqrudy,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1920x1080,1730x852,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,ABC,BCA,CounterbalanceA,,,No,END QUESTIONNAIRE,135728
1,1677578736754,28/02/2023 10:05:36,1677578735545,1,28/02/2023 11:05:35,122093,5,questionnaire-5uc8,,27618349,BLIND,8211913,,complete,ifgvat,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1434x720,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,ABC,No,BEGIN QUESTIONNAIRE,
2,1677578819742,28/02/2023 10:06:59,1677578818556,1,28/02/2023 11:06:58,122093,5,questionnaire-5uc8,,27618349,BLIND,8211913,,complete,ifgvat,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1417x720,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,ABC,No,Age,34
3,1677578819842,28/02/2023 10:06:59,1677578818557,1,28/02/2023 11:06:58,122093,5,questionnaire-5uc8,,27618349,BLIND,8211913,,complete,ifgvat,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1417x720,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,ABC,No,Age-quantised,18
4,1677578819842,28/02/2023 10:06:59,1677578818557,1,28/02/2023 11:06:58,122093,5,questionnaire-5uc8,,27618349,BLIND,8211913,,complete,ifgvat,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1417x720,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,ABC,No,Gender,Male
5,1677578819842,28/02/2023 10:06:59,1677578818557,1,28/02/2023 11:06:58,122093,5,questionnaire-5uc8,,27618349,BLIND,8211913,,complete,ifgvat,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1417x720,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,ABC,No,Gender-quantised,1
6,1677578819842,28/02/2023 10:06:59,1677578818557,1,28/02/2023 11:06:58,122093,5,questionnaire-5uc8,,27618349,BLIND,8211913,,complete,ifgvat,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1417x720,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,ABC,No,Gender-text,
7,1677578819842,28/02/2023 10:06:59,1677578818557,1,28/02/2023 11:06:58,122093,5,questionnaire-5uc8,,27618349,BLIND,8211913,,complete,ifgvat,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1417x720,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,ABC,No,seizures,1
8,1677578819842,28/02/2023 10:06:59,1677578818557,1,28/02/2023 11:06:58,122093,5,questionnaire-5uc8,,27618349,BLIND,8211913,,complete,ifgvat,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1417x720,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,ABC,No,device,1
9,1677578819842,28/02/2023 10:06:59,1677578818558,1,28/02/2023 11:06:58,122093,5,questionnaire-5uc8,,27618349,BLIND,8211913,,complete,ifgvat,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1417x720,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,ABC,No,consent,1
10,1677578819842,28/02/2023 10:06:59,1677578818558,1,28/02/2023 11:06:58,122093,5,questionnaire-5uc8,,27618349,BLIND,8211913,,complete,ifgvat,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1417x720,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,,,CounterbalanceB,BCA,ABC,No,END QUESTIONNAIRE,83013
1,1677578726856,28/02/2023 10:05:26,1677578719795,5.5,28/02/2023 15:35:19,122093,5,questionnaire-5uc8,,27618335,BLIND,8211906,,complete,qrxrvn,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1366x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,CAB,CounterbalanceA,,,No,BEGIN QUESTIONNAIRE,
2,1677578777759,28/02/2023 10:06:17,1677578770342,5.5,28/02/2023 15:36:10,122093,5,questionnaire-5uc8,,27618335,BLIND,8211906,,complete,qrxrvn,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,CAB,CounterbalanceA,,,No,Age,43
3,1677578778035,28/02/2023 10:06:18,1677578770343,5.5,28/02/2023 15:36:10,122093,5,questionnaire-5uc8,,27618335,BLIND,8211906,,complete,qrxrvn,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,CAB,CounterbalanceA,,,No,Age-quantised,27
4,1677578778035,28/02/2023 10:06:18,1677578770343,5.5,28/02/2023 15:36:10,122093,5,questionnaire-5uc8,,27618335,BLIND,8211906,,complete,qrxrvn,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,CAB,CounterbalanceA,,,No,Gender,Prefer not to say
5,1677578778035,28/02/2023 10:06:18,1677578770344,5.5,28/02/2023 15:36:10,122093,5,questionnaire-5uc8,,27618335,BLIND,8211906,,complete,qrxrvn,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,CAB,CounterbalanceA,,,No,Gender-quantised,3
6,1677578778035,28/02/2023 10:06:18,1677578770344,5.5,28/02/2023 15:36:10,122093,5,questionnaire-5uc8,,27618335,BLIND,8211906,,complete,qrxrvn,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,CAB,CounterbalanceA,,,No,Gender-text,
7,1677578778035,28/02/2023 10:06:18,1677578770344,5.5,28/02/2023 15:36:10,122093,5,questionnaire-5uc8,,27618335,BLIND,8211906,,complete,qrxrvn,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,CAB,CounterbalanceA,,,No,seizures,1
8,1677578778035,28/02/2023 10:06:18,1677578770345,5.5,28/02/2023 15:36:10,122093,5,questionnaire-5uc8,,27618335,BLIND,8211906,,complete,qrxrvn,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,CAB,CounterbalanceA,,,No,device,1
9,1677578778035,28/02/2023 10:06:18,1677578770345,5.5,28/02/2023 15:36:10,122093,5,questionnaire-5uc8,,27618335,BLIND,8211906,,complete,qrxrvn,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,CAB,CounterbalanceA,,,No,consent,1
10,1677578778035,28/02/2023 10:06:18,1677578770346,5.5,28/02/2023 15:36:10,122093,5,questionnaire-5uc8,,27618335,BLIND,8211906,,complete,qrxrvn,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1366x768,1349x657,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,BCA,CAB,CounterbalanceA,,,No,END QUESTIONNAIRE,50551
1,1677578723203,28/02/2023 10:05:23,1677578721024,5.5,28/02/2023 15:35:21,122093,5,questionnaire-5uc8,,27618330,BLIND,8211903,,complete,egbqwg,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1536x722,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,BCA,CounterbalanceA,,,No,BEGIN QUESTIONNAIRE,
2,1677578740535,28/02/2023 10:05:40,1677578738399,5.5,28/02/2023 15:35:38,122093,5,questionnaire-5uc8,,27618330,BLIND,8211903,,complete,egbqwg,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1519x722,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,BCA,CounterbalanceA,,,No,Age,26
3,1677578740749,28/02/2023 10:05:40,1677578738400,5.5,28/02/2023 15:35:38,122093,5,questionnaire-5uc8,,27618330,BLIND,8211903,,complete,egbqwg,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1519x722,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,BCA,CounterbalanceA,,,No,Age-quantised,10
4,1677578740749,28/02/2023 10:05:40,1677578738400,5.5,28/02/2023 15:35:38,122093,5,questionnaire-5uc8,,27618330,BLIND,8211903,,complete,egbqwg,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1519x722,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,BCA,CounterbalanceA,,,No,Gender,Male
5,1677578740749,28/02/2023 10:05:40,1677578738401,5.5,28/02/2023 15:35:38,122093,5,questionnaire-5uc8,,27618330,BLIND,8211903,,complete,egbqwg,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1519x722,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,BCA,CounterbalanceA,,,No,Gender-quantised,1
6,1677578740749,28/02/2023 10:05:40,1677578738401,5.5,28/02/2023 15:35:38,122093,5,questionnaire-5uc8,,27618330,BLIND,8211903,,complete,egbqwg,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1519x722,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,BCA,CounterbalanceA,,,No,Gender-text,
7,1677578740749,28/02/2023 10:05:40,1677578738401,5.5,28/02/2023 15:35:38,122093,5,questionnaire-5uc8,,27618330,BLIND,8211903,,complete,egbqwg,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1519x722,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,BCA,CounterbalanceA,,,No,seizures,1
8,1677578740749,28/02/2023 10:05:40,1677578738401,5.5,28/02/2023 15:35:38,122093,5,questionnaire-5uc8,,27618330,BLIND,8211903,,complete,egbqwg,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1519x722,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,BCA,CounterbalanceA,,,No,device,1
9,1677578740749,28/02/2023 10:05:40,1677578738401,5.5,28/02/2023 15:35:38,122093,5,questionnaire-5uc8,,27618330,BLIND,8211903,,complete,egbqwg,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1519x722,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,BCA,CounterbalanceA,,,No,consent,1
10,1677578740749,28/02/2023 10:05:40,1677578738401,5.5,28/02/2023 15:35:38,122093,5,questionnaire-5uc8,,27618330,BLIND,8211903,,complete,egbqwg,,computer,Desktop or Laptop,Windows 10,Chrome 110.0.0.0,1536x864,1519x722,,Consent + Demographic Qs,3,elimination correct,distraction correct,Accept young,CAB,BCA,CounterbalanceA,,,No,END QUESTIONNAIRE,17377
